"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","lng","lat","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments"
"1211359","occ","","","157301","Carcharias sp.","genus","64190","","Carcharias","genus","64190","Late Maastrichtian","","70.6","66","51720","-72.568054","-35.800556","CL","","","","seconds","","Pelluhue (35° 8' 2"" S, 72° 34' 5"" W) is in central Chile, about 320 km southwest of Santiago (Fig. 1). The southern part of the town, Mariscadero"
"1211364","occ","","","157301","Odontaspididae indet.","family","63010","","Odontaspididae","family","63010","Late Maastrichtian","","70.6","66","51720","-72.568054","-35.800556","CL","","","","seconds","","Pelluhue (35° 8' 2"" S, 72° 34' 5"" W) is in central Chile, about 320 km southwest of Santiago (Fig. 1). The southern part of the town, Mariscadero"
"1211871","occ","","","157353","Cretolamna appendiculata","species","117677","","Cretolamna appendiculata","species","117676","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211872","occ","","","157353","Squalicorax kaupi","species","117646","","Squalicorax kaupi","species","210092","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211873","occ","","","157353","Pseudocorax laevis","species","156472","","Pseudocorax laevis","species","156471","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211874","occ","","","157353","Archaeolamna kopingensis","species","151696","","Archaeolamna kopingensis","species","151695","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211875","occ","","","157353","Eostriatolamia sp.","genus","186567","","Eostriatolamia","genus","186567","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211876","occ","","","157353","Heterodontus sp.","genus","34572","","Heterodontus","genus","34572","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211877","occ","","","157353","Squatina hasei","species","34570","species not entered","Squatina","genus","34570","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1211878","occ","","","157353","Squatirhina sp.","genus","34714","","Squatirhina","genus","34714","Late Campanian","","83.5","70.6","51770","44.990768","51.238297","RU","Saratov","Lysogorskiy","estimated from map","6","small collection","A gully near the village of Beloe Ozero"
"1213379","occ","","","13297","Carcharodon n. sp. tembloris","species","298733","","Carcharodon tembloris","species","298733","Langhian","","15.97","13.82","51884","-118.500000","35.299999","US","California","Kern","","1","",""
"1213380","occ","","","13297","Carcharodon morricei","species","298734","","Carcharodon morricei","species","298734","Langhian","","15.97","13.82","51884","-118.500000","35.299999","US","California","Kern","","1","",""
"1214428","occ","","","59059","Heterodontus cf. francisi","species","34572","species not entered","Heterodontus","genus","34572","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214429","occ","","","59059","Hexanchus sp.","genus","34526","","Hexanchus","genus","34526","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214430","occ","","","59059","Notorhynchus sp.","genus","34529","","Notorhynchus","genus","34529","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214431","occ","","","59059","Carcharias clavatus","species","64190","species not entered","Carcharias","genus","64190","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214432","occ","","","59059","Isurus hastalis","species","83169","recombined as","Carcharodon hastalis","species","80595","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214433","occ","","","59059","Isurus planus","species","34613","species not entered","Isurus","genus","34613","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214434","occ","","","59059","Isurus sp.","genus","34613","","Isurus","genus","34613","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214435","occ","","","59059","Carcharodon megalodon","species","80601","recombined as","Carcharocles megalodon","species","80603","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214436","occ","","","59059","Carcharodon sulcidens","species","202667","","Carcharodon sulcidens","species","202667","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214437","occ","","","59059","Cetorhinus sp.","genus","34606","","Cetorhinus","genus","34606","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214438","occ","","","59059","Cephaloscyllium sp.","genus","155507","subjective synonym of","Scyliorhinus","genus","34663","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214439","occ","","","59059","Scyliorhinus sp.","genus","34663","","Scyliorhinus","genus","34663","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214440","occ","","","59059","Scyliorhinidae indet.","family","83175","","Scyliorhinidae","family","83175","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214441","occ","","","59059","Triakis ? sp.","genus","34666","","Triakis","genus","34666","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214442","occ","","","59059","Carcharhinus ? sp.","genus","34640","","Carcharhinus","genus","34640","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214443","occ","","","59059","Negaprion antiquus","species","34651","species not entered","Negaprion","genus","34651","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214444","occ","","","59059","Galeocerdo aduncus","species","95928","","Galeocerdo aduncus","species","95928","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214445","occ","","","59059","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214446","occ","","","59059","Aprionodon sp.","genus","100437","","Aprionodon","genus","100437","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214448","occ","","","59059","Sphyrna sp.","genus","34664","","Sphyrna","genus","34664","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214449","occ","","","59059","Squalus serriculus","species","34562","species not entered","Squalus","genus","34562","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214450","occ","","","59059","Echinorhinus blakei","species","83111","","Echinorhinus blakei","species","83111","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214451","occ","","","59059","Squatina lerichei","species","34570","species not entered","Squatina","genus","34570","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214453","occ","","","59059","Myliobatis sp.","genus","34741","","Myliobatis","genus","34741","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214454","occ","","","59059","Raja sp.","genus","34706","","Raja","genus","34706","Langhian","","15.97","13.82","51904","-118.912178","35.465393","US","California","Kern","based on political unit","6","","San Joaquin Valley, 7 mi NE of Bakersfield"
"1214670","occ","","","42842","Carcharhinus egertoni","species","246012","","Carcharhinus egertoni","species","246012","Early Miocene","","23.03","15.97","51924","86.721390","21.934999","IN","Orissa","","based on nearby landmark","seconds","small collection","Bed of the Barabalang River at Molia, 2 miles south of Baripada, Orissa India. Lat/long estimate based on locality of Baripada, India"
"1214671","occ","","","42842","Carcharhinus frequens","species","34640","species not entered","Carcharhinus","genus","34640","Early Miocene","","23.03","15.97","51924","86.721390","21.934999","IN","Orissa","","based on nearby landmark","seconds","small collection","Bed of the Barabalang River at Molia, 2 miles south of Baripada, Orissa India. Lat/long estimate based on locality of Baripada, India"
"1214672","occ","","","42842","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Early Miocene","","23.03","15.97","51924","86.721390","21.934999","IN","Orissa","","based on nearby landmark","seconds","small collection","Bed of the Barabalang River at Molia, 2 miles south of Baripada, Orissa India. Lat/long estimate based on locality of Baripada, India"
"1214674","occ","","","42842","Rhinoptera sherborni","species","34745","species not entered","Rhinoptera","genus","34745","Early Miocene","","23.03","15.97","51924","86.721390","21.934999","IN","Orissa","","based on nearby landmark","seconds","small collection","Bed of the Barabalang River at Molia, 2 miles south of Baripada, Orissa India. Lat/long estimate based on locality of Baripada, India"
"1218925","occ","","","159349","Carcharocles chubutensis","species","301191","recombined as","Carcharodon subauriculatus","species","83172","Aquitanian","","23.03","20.44","52101","-79.678329","9.081111","PA","Panama","Canal Zone","stated in text","seconds","",""
"1218926","occ","","","159349","Hemipristis serra","species","83182","","Hemipristis serra","species","83182","Aquitanian","","23.03","20.44","52101","-79.678329","9.081111","PA","Panama","Canal Zone","stated in text","seconds","",""
"1218927","occ","","","159349","Physogaleus contortus","species","34656","species not entered","Physogaleus","genus","34656","Aquitanian","","23.03","20.44","52101","-79.678329","9.081111","PA","Panama","Canal Zone","stated in text","seconds","",""
